Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
14-03-2025,09:50,14-03-2025,,,"Auszahlung von Ihrem Geldkonto bei der flatexDEGIRO Bank: 15,4 EUR",,,,EUR,218.82,
14-03-2025,09:50,14-03-2025,,,Degiro Cash Sweep Transfer,,EUR,15.40,EUR,234.22,
14-03-2025,09:01,14-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 15,4 EUR",,,,EUR,218.82,
14-03-2025,09:01,14-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-15.40,EUR,203.42,
14-03-2025,08:01,14-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 15,4 EUR",,,,EUR,218.82,
14-03-2025,08:01,14-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-15.40,EUR,203.42,
14-03-2025,06:40,13-03-2025,,,Währungswechsel (Einbuchung),,EUR,15.40,EUR,218.82,
14-03-2025,06:40,13-03-2025,,,Währungswechsel (Ausbuchung),1.0879,USD,-16.75,USD,0.00,
13-03-2025,07:30,12-03-2025,3M,US88579Y1010,Dividende,,USD,19.71,USD,16.75,
13-03-2025,07:30,12-03-2025,3M,US88579Y1010,Dividendensteuer,,USD,-2.96,USD,-2.96,
13-03-2025,02:19,12-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 36,65 EUR",,,,EUR,203.42,
13-03-2025,02:19,12-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-36.65,EUR,166.77,
12-03-2025,06:45,11-03-2025,,,Währungswechsel (Einbuchung),,EUR,36.65,EUR,203.42,
12-03-2025,06:45,11-03-2025,,,Währungswechsel (Ausbuchung),1.0947,USD,-40.12,USD,0.00,
11-03-2025,07:32,10-03-2025,IBM,US4592001014,Dividende,,USD,18.37,USD,40.12,
11-03-2025,07:32,10-03-2025,IBM,US4592001014,Dividendensteuer,,USD,-2.76,USD,21.75,
11-03-2025,07:25,10-03-2025,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividende,,USD,28.83,USD,24.51,
11-03-2025,07:25,10-03-2025,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividendensteuer,,USD,-4.32,USD,-4.32,
10-03-2025,03:52,10-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 20,98 EUR",,,,EUR,166.77,
10-03-2025,03:52,10-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-20.98,EUR,145.79,
08-03-2025,06:39,07-03-2025,,,Währungswechsel (Einbuchung),,EUR,20.98,EUR,166.77,
08-03-2025,06:39,07-03-2025,,,Währungswechsel (Ausbuchung),1.0860,USD,-22.78,USD,0.00,
07-03-2025,07:22,06-03-2025,WELLTOWER INC,US95040Q1040,Dividendensteuer,,USD,-4.02,USD,22.78,
07-03-2025,07:22,06-03-2025,WELLTOWER INC,US95040Q1040,Dividende,,USD,26.80,USD,26.80,
05-03-2025,20:11,05-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 17,15 EUR",,,,EUR,145.79,
05-03-2025,20:11,05-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-17.15,EUR,128.64,
05-03-2025,13:50,04-03-2025,,,Währungswechsel (Einbuchung),,EUR,17.15,EUR,145.79,
05-03-2025,13:50,04-03-2025,,,Währungswechsel (Ausbuchung),1.0652,USD,-18.27,USD,0.00,
04-03-2025,20:03,04-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 8,08 EUR",,,,EUR,128.64,
04-03-2025,20:03,04-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-8.08,EUR,120.56,
04-03-2025,07:17,03-03-2025,KROGER CO,US5010441013,Dividende,,USD,3.20,USD,18.27,
04-03-2025,07:17,03-03-2025,KROGER CO,US5010441013,Dividendensteuer,,USD,-0.48,USD,15.07,
04-03-2025,07:01,03-03-2025,FORD MOTOR,US3453708600,Dividende,,USD,18.30,USD,15.55,
04-03-2025,07:01,03-03-2025,FORD MOTOR,US3453708600,Dividendensteuer,,USD,-2.75,USD,-2.75,
04-03-2025,06:44,03-03-2025,,,Währungswechsel (Einbuchung),,EUR,8.08,EUR,128.64,
04-03-2025,06:44,03-03-2025,,,Währungswechsel (Ausbuchung),1.0514,USD,-8.50,USD,0.00,
04-03-2025,02:42,03-03-2025,,,Degiro Cash Sweep Transfer,,EUR,-4.58,EUR,120.56,
04-03-2025,02:42,03-03-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 4,58 EUR",,,,EUR,125.14,
03-03-2025,07:26,28-02-2025,CF INDUSTRIES HOLDINGS,US1252691001,Dividendensteuer,,USD,-1.50,USD,8.50,
03-03-2025,07:26,28-02-2025,CF INDUSTRIES HOLDINGS,US1252691001,Dividende,,USD,10.00,USD,10.00,
01-03-2025,06:38,28-02-2025,,,Währungswechsel (Einbuchung),,EUR,4.58,EUR,120.56,
01-03-2025,06:38,28-02-2025,,,Währungswechsel (Ausbuchung),1.0402,USD,-4.76,USD,0.00,
28-02-2025,19:10,28-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-26.44,EUR,115.98,
28-02-2025,19:10,28-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 26,44 EUR",,,,EUR,142.42,
28-02-2025,07:22,27-02-2025,CONAGRA BRANDS,US2058871029,Dividende,,USD,5.60,USD,4.76,
28-02-2025,07:22,27-02-2025,CONAGRA BRANDS,US2058871029,Dividendensteuer,,USD,-0.84,USD,-0.84,
28-02-2025,06:39,27-02-2025,,,Währungswechsel (Einbuchung),,EUR,26.44,EUR,115.98,
28-02-2025,06:39,27-02-2025,,,Währungswechsel (Ausbuchung),1.0424,USD,-27.56,USD,0.00,
27-02-2025,06:59,26-02-2025,ISHARES US PROPERTY YIELD UCITS ETF,IE00B1FZSF77,Dividende,,USD,18.77,USD,27.56,
27-02-2025,06:58,26-02-2025,ISHARES ASIA PROPERTY YIELD UCITS ETF,IE00B1FZS244,Dividende,,USD,8.79,USD,8.79,
19-02-2025,06:52,18-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 0,03 EUR",,,,EUR,89.54,
19-02-2025,06:52,18-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-0.03,EUR,89.51,
18-02-2025,07:03,17-02-2025,,,Währungswechsel (Einbuchung),,EUR,0.03,EUR,89.54,
18-02-2025,07:03,17-02-2025,,,Währungswechsel (Ausbuchung),1.0511,USD,-0.03,USD,0.00,
17-02-2025,18:51,17-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 2,42 EUR",,,,EUR,89.51,
