Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
27-10-2023,17:02,27-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 0,32 EUR",,,,EUR,218.03,
27-10-2023,17:02,27-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.32,EUR,217.71,
27-10-2023,07:25,26-10-2023,,,Währungswechsel (Einbuchung),,EUR,0.32,EUR,218.03,
27-10-2023,07:25,26-10-2023,,,Währungswechsel (Ausbuchung),1.0589,USD,-0.34,USD,0.00,
26-10-2023,16:47,26-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 8,7 EUR",,,,EUR,217.71,
26-10-2023,16:47,26-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.70,EUR,209.01,
26-10-2023,08:01,25-10-2023,GENERAL ELECTRIC COMPANY COMMON,US3696043013,Dividendensteuer,,USD,-0.06,USD,0.34,
26-10-2023,08:01,25-10-2023,GENERAL ELECTRIC COMPANY COMMON,US3696043013,Dividende,,USD,0.40,USD,0.40,
26-10-2023,07:14,25-10-2023,IS EUR MC EUR D,IE00BYXYX745,Dividende,,EUR,8.70,EUR,217.71,
18-10-2023,17:17,18-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 10,84 EUR",,,,EUR,209.01,
18-10-2023,17:17,18-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-10.84,EUR,198.17,
18-10-2023,07:26,17-10-2023,,,Währungswechsel (Einbuchung),,EUR,10.84,EUR,209.01,
18-10-2023,07:26,17-10-2023,,,Währungswechsel (Ausbuchung),1.0604,USD,-11.49,USD,0.00,
17-10-2023,08:26,15-10-2023,CARDINAL HEALTH INC.,US14149Y1082,Dividende,,USD,13.52,USD,11.49,
17-10-2023,08:26,15-10-2023,CARDINAL HEALTH INC.,US14149Y1082,Dividendensteuer,,USD,-2.03,USD,-2.03,
11-10-2023,16:17,11-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 25,34 EUR",,,,EUR,198.17,
11-10-2023,16:17,11-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-25.34,EUR,172.83,
11-10-2023,07:29,10-10-2023,,,Währungswechsel (Einbuchung),,EUR,25.34,EUR,198.17,
11-10-2023,07:29,10-10-2023,,,Währungswechsel (Ausbuchung),0.8653,GBP,-21.93,GBP,0.00,
10-10-2023,08:05,06-10-2023,ADMIRAL GRP,GB00B02J6398,Kapitalrückzahlung,,GBP,5.59,GBP,21.93,
10-10-2023,08:05,06-10-2023,ADMIRAL GRP,GB00B02J6398,Dividende,,GBP,16.34,GBP,16.34,
05-10-2023,13:39,02-10-2023,WK KELLOGG CO COMMON STOCK WHEN-,US92942W1071,SPIN-OFF: Kauf 4 zu je 0 USD (US92942W1071),,USD,0.00,USD,0.00,
03-10-2023,18:50,03-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 32,69 EUR",,,,EUR,172.83,
03-10-2023,18:50,03-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-32.69,EUR,140.14,
03-10-2023,07:40,02-10-2023,,,Währungswechsel (Einbuchung),,EUR,32.69,EUR,172.83,
03-10-2023,07:40,02-10-2023,,,Währungswechsel (Ausbuchung),1.0504,USD,-34.34,USD,0.00,
02-10-2023,18:50,02-10-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 13,02 EUR",,,,EUR,140.14,
02-10-2023,18:50,02-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-13.02,EUR,127.12,
02-10-2023,06:55,29-09-2023,THE KRAFT HEINZ COMPAN,US5007541064,Dividende,,USD,17.60,USD,34.34,
02-10-2023,06:55,29-09-2023,THE KRAFT HEINZ COMPAN,US5007541064,Dividendensteuer,,USD,-2.64,USD,16.74,
02-10-2023,06:51,29-09-2023,BANK OF AMERICA CORPOR,US0605051046,Dividende,,USD,22.80,USD,19.38,
02-10-2023,06:51,29-09-2023,BANK OF AMERICA CORPOR,US0605051046,Dividendensteuer,,USD,-3.42,USD,-3.42,
01-10-2023,17:51,30-09-2023,,,Flatex Interest Income,,EUR,0.00,EUR,140.14,
30-09-2023,07:41,29-09-2023,,,Währungswechsel (Einbuchung),,EUR,13.02,EUR,140.14,
30-09-2023,07:41,29-09-2023,,,Währungswechsel (Ausbuchung),1.0599,USD,-13.80,USD,0.00,
