Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
19-06-2024,23:46,19-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 17,83 EUR",,,,EUR,40.58,
19-06-2024,23:46,19-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-17.83,EUR,22.75,
19-06-2024,06:40,18-06-2024,,,Währungswechsel (Einbuchung),,EUR,17.83,EUR,40.58,
19-06-2024,06:40,18-06-2024,,,Währungswechsel (Ausbuchung),1.0767,USD,-19.20,USD,0.00,
18-06-2024,18:47,18-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 7,58 EUR",,,,EUR,22.75,
18-06-2024,18:47,18-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.58,EUR,15.17,
18-06-2024,07:49,17-06-2024,DUKE ENERGY CORP,US26441C2044,Dividendensteuer,,USD,-2.61,USD,19.20,
18-06-2024,07:49,17-06-2024,DUKE ENERGY CORP,US26441C2044,Dividende,,USD,17.43,USD,21.81,
18-06-2024,07:49,17-06-2024,NEXTERA ENERGY INC,US65339F1012,Dividende,,USD,5.15,USD,4.38,
18-06-2024,07:49,17-06-2024,NEXTERA ENERGY INC,US65339F1012,Dividendensteuer,,USD,-0.77,USD,-0.77,
18-06-2024,07:10,17-06-2024,,,Währungswechsel (Einbuchung),,EUR,7.58,EUR,22.75,
18-06-2024,07:10,17-06-2024,,,Währungswechsel (Ausbuchung),1.0761,USD,-8.16,USD,0.00,
17-06-2024,08:06,14-06-2024,KELLANOVA,US4878361082,Dividende,,USD,8.96,USD,8.16,
17-06-2024,08:06,14-06-2024,KELLANOVA,US4878361082,Dividendensteuer,,USD,-1.34,USD,-0.80,
17-06-2024,08:04,14-06-2024,WK KELLOGG CO,US92942W1071,Dividendensteuer,,USD,-0.10,USD,0.54,
17-06-2024,08:04,14-06-2024,WK KELLOGG CO,US92942W1071,Dividende,,USD,0.64,USD,0.64,
14-06-2024,16:15,14-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 14,92 EUR",,,,EUR,15.17,
14-06-2024,16:15,14-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-14.92,EUR,0.25,
14-06-2024,06:40,13-06-2024,,,Währungswechsel (Einbuchung),,EUR,14.92,EUR,15.17,
14-06-2024,06:40,13-06-2024,,,Währungswechsel (Ausbuchung),1.0765,USD,-16.06,USD,0.00,
13-06-2024,08:02,12-06-2024,3M,US88579Y1010,Dividende,,USD,18.90,USD,16.06,
13-06-2024,08:02,12-06-2024,3M,US88579Y1010,Dividendensteuer,,USD,-2.84,USD,-2.84,
12-06-2024,18:30,13-06-2024,,,Processed Flatex Withdrawal,,EUR,516.00,EUR,0.25,
12-06-2024,18:30,13-06-2024,,,flatex Auszahlung,,EUR,-516.00,EUR,-515.75,
12-06-2024,17:15,12-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 36,03 EUR",,,,EUR,0.25,
12-06-2024,17:15,12-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-36.03,EUR,-35.78,
12-06-2024,09:10,12-06-2024,,,Processed Flatex Withdrawal,,EUR,-516.00,EUR,0.25,
12-06-2024,07:03,11-06-2024,,,Währungswechsel (Einbuchung),,EUR,36.03,EUR,516.25,
12-06-2024,07:03,11-06-2024,,,Währungswechsel (Ausbuchung),1.0768,USD,-38.80,USD,0.00,
11-06-2024,16:30,11-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 26,38 EUR",,,,EUR,480.22,
11-06-2024,16:30,11-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-26.38,EUR,453.84,
11-06-2024,07:31,10-06-2024,IBM,US4592001014,Dividendensteuer,,USD,-2.76,USD,38.80,
11-06-2024,07:31,10-06-2024,IBM,US4592001014,Dividende,,USD,18.37,USD,41.56,
11-06-2024,07:06,10-06-2024,AMERICAN ELECTRIC POWER,US0255371017,Dividende,,USD,27.28,USD,23.19,
11-06-2024,07:06,10-06-2024,AMERICAN ELECTRIC POWER,US0255371017,Dividendensteuer,,USD,-4.09,USD,-4.09,
11-06-2024,07:04,10-06-2024,,,Währungswechsel (Einbuchung),,EUR,26.38,EUR,480.22,
11-06-2024,07:04,10-06-2024,,,Währungswechsel (Ausbuchung),0.8477,GBP,-22.36,GBP,0.00,
10-06-2024,07:41,07-06-2024,ADMIRAL GROUP PLC,GB00B02J6398,Dividende,,GBP,22.36,GBP,22.36,
