Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
18-08-2022,16:33,18-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 187,5 EUR",,,,EUR,"484,90",
18-08-2022,16:33,18-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"187,50",EUR,"672,40",
18-08-2022,09:48,17-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 791,27 EUR",,,,EUR,"484,90",
18-08-2022,09:48,17-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"791,27",EUR,"1276,17",
18-08-2022,09:05,18-08-2022,ISHARES PROP US,IE00B1FZSF77,"Kauf 6 zu je 31,25 EUR (IE00B1FZSF77)",,EUR,"-187,50",EUR,"484,90",8e3c7f08-37c2-4e77-91b7-455fdb9bb294
18-08-2022,07:29,17-08-2022,NATIONAL GRID,GB00BDR05C01,Dividende,,GBP,"23,63",GBP,"23,63",
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,Währungswechsel (Einbuchung),"1,0163",USD,"338,73",USD,"-0,00",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,Währungswechsel (Ausbuchung),,EUR,"-333,31",EUR,"672,40",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,50",EUR,"1005,71",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,"Kauf 21 zu je 16,13 USD (US3453708600)",,USD,"-338,73",USD,"-338,73",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,Währungswechsel (Einbuchung),"1,0162",USD,"464,34",USD,"-0,00",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,Währungswechsel (Ausbuchung),,EUR,"-456,96",EUR,"1006,21",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,50",EUR,"1463,17",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,"Kauf 6 zu je 77,39 USD (US3703341046)",,USD,"-464,34",USD,"-464,34",50503f06-2f22-41c7-8819-7b3fbe07eb03
16-08-2022,17:17,16-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 545,75 EUR",,,,EUR,"1463,67",
16-08-2022,17:17,16-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"545,75",EUR,"2009,42",
