Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
05-05-2023,17:19,05-05-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 33,58 EUR",,,,EUR,"3309,89",
05-05-2023,17:19,05-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-33,58",EUR,"3276,31",
05-05-2023,11:21,05-05-2023,,,flatex Einzahlung,,EUR,"3000,00",EUR,"3309,89",
05-05-2023,09:02,04-05-2023,BAYER AG,DE000BAY0017,Dividende,,EUR,"45,60",EUR,"309,89",
05-05-2023,09:02,04-05-2023,BAYER AG,DE000BAY0017,Dividendensteuer,,EUR,"-12,02",EUR,"264,29",
04-05-2023,16:49,04-05-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 107,64 EUR",,,,EUR,"276,31",
04-05-2023,16:49,04-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-107,64",EUR,"168,67",
04-05-2023,07:54,03-05-2023,BASF SE,DE000BASF111,Dividende,,EUR,"146,20",EUR,"276,31",
04-05-2023,07:54,03-05-2023,BASF SE,DE000BASF111,Dividendensteuer,,EUR,"-38,56",EUR,"130,11",
03-05-2023,17:05,03-05-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 17,71 EUR",,,,EUR,"168,67",
03-05-2023,17:05,03-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-17,71",EUR,"150,96",
03-05-2023,07:38,02-05-2023,,,Währungswechsel (Einbuchung),,EUR,"17,71",EUR,"168,67",
03-05-2023,07:38,02-05-2023,,,Währungswechsel (Ausbuchung),"1,1027",USD,"-19,53",USD,"0,00",
02-05-2023,07:32,01-05-2023,GENERAL MILLS INC. CO,US3703341046,Dividende,,USD,"11,88",USD,"19,53",
02-05-2023,07:32,01-05-2023,GENERAL MILLS INC. CO,US3703341046,Dividendensteuer,,USD,"-1,78",USD,"7,65",
02-05-2023,07:29,01-05-2023,VERIZON COMMUNICATIONS,US92343V1044,Dividende,,USD,"11,09",USD,"9,43",
02-05-2023,07:29,01-05-2023,VERIZON COMMUNICATIONS,US92343V1044,Dividendensteuer,,USD,"-1,66",USD,"-1,66",
28-04-2023,18:49,28-04-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 2,69 EUR",,,,EUR,"150,96",
28-04-2023,18:49,28-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-2,69",EUR,"148,27",
28-04-2023,05:31,26-04-2023,IS EUR MC EUR D,IE00BYXYX745,Dividende,,EUR,"2,69",EUR,"150,96",
26-04-2023,17:20,26-04-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 0,31 EUR",,,,EUR,"148,27",
26-04-2023,17:20,26-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"147,96",
26-04-2023,07:35,25-04-2023,,,Währungswechsel (Einbuchung),,EUR,"0,31",EUR,"148,27",
26-04-2023,07:35,25-04-2023,,,Währungswechsel (Ausbuchung),"1,1000",USD,"-0,34",USD,"0,00",
26-04-2023,06:15,25-04-2023,GENERAL ELECTRIC COMPANY COMMON STOCK,US3696043013,Dividende,,USD,"0,40",USD,"0,34",
26-04-2023,06:15,25-04-2023,GENERAL ELECTRIC COMPANY COMMON STOCK,US3696043013,Dividendensteuer,,USD,"-0,06",USD,"-0,06",
19-04-2023,16:34,19-04-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 10,34 EUR",,,,EUR,"147,96",
19-04-2023,16:34,19-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-10,34",EUR,"137,62",
19-04-2023,07:35,18-04-2023,,,Währungswechsel (Einbuchung),,EUR,"10,34",EUR,"147,96",
19-04-2023,07:35,18-04-2023,,,Währungswechsel (Ausbuchung),"1,1000",USD,"-11,37",USD,"0,00",
18-04-2023,07:56,15-04-2023,CARDINAL HEALTH INC.,US14149Y1082,Dividende,,USD,"13,38",USD,"11,37",
18-04-2023,07:56,15-04-2023,CARDINAL HEALTH INC.,US14149Y1082,Dividendensteuer,,USD,"-2,01",USD,"-2,01",
05-04-2023,01:51,04-04-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 13,69 EUR",,,,EUR,"137,62",
05-04-2023,01:51,04-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-13,69",EUR,"123,93",
