Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
08-08-2024,12:31,07-08-2024,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 42,5 EUR",,,,EUR,0.00,
08-08-2024,12:31,07-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,42.50,EUR,42.50,
07-08-2024,18:34,06-08-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 42,5 EUR",,,,EUR,0.00,
07-08-2024,18:34,06-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-42.50,EUR,-42.50,
07-08-2024,09:51,07-08-2024,,,Processed Flatex Withdrawal,,EUR,119.73,EUR,0.00,
07-08-2024,09:51,07-08-2024,,,flatex Auszahlung,,EUR,-119.73,EUR,-119.73,
07-08-2024,05:17,06-08-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-42.50,EUR,0.00,
07-08-2024,05:17,06-08-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 42,5 EUR",,,,EUR,42.50,
04-08-2024,11:16,04-08-2024,,,Processed Flatex Withdrawal,,EUR,-119.73,EUR,0.00,
03-08-2024,06:48,02-08-2024,,,Währungswechsel (Einbuchung),,EUR,22.77,EUR,119.73,
03-08-2024,06:48,02-08-2024,,,Währungswechsel (Ausbuchung),1.0938,USD,-24.91,USD,0.00,
02-08-2024,07:20,01-08-2024,GENERAL MILLS,US3703341046,Dividende,,USD,18.00,USD,24.91,
02-08-2024,07:20,01-08-2024,GENERAL MILLS,US3703341046,Dividendensteuer,,USD,-2.70,USD,6.91,
02-08-2024,07:03,01-08-2024,,,Währungswechsel (Einbuchung),,EUR,19.73,EUR,96.96,
02-08-2024,07:03,01-08-2024,,,Währungswechsel (Ausbuchung),1.0818,USD,-21.34,USD,9.61,
02-08-2024,06:50,01-08-2024,VERIZON COMMUNICATIONS,US92343V1044,Dividende,,USD,11.31,USD,30.95,
02-08-2024,06:50,01-08-2024,VERIZON COMMUNICATIONS,US92343V1044,Dividendensteuer,,USD,-1.70,USD,19.64,
01-08-2024,07:40,31-07-2024,ISHARES MSCI JAPAN UCITS ETF USD (DIST),IE00B02KXH56,Dividende,,USD,21.34,USD,21.34,
29-07-2024,17:01,29-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 1,09 EUR",,,,EUR,77.23,
29-07-2024,17:01,29-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.09,EUR,76.14,
27-07-2024,06:47,26-07-2024,,,Währungswechsel (Einbuchung),,EUR,1.09,EUR,77.23,
27-07-2024,06:47,26-07-2024,,,Währungswechsel (Ausbuchung),1.0884,USD,-1.19,USD,0.00,
26-07-2024,07:25,25-07-2024,GENERAL ELECTRIC CO,US3696043013,Dividendensteuer,,USD,-0.21,USD,1.19,
26-07-2024,07:25,25-07-2024,GENERAL ELECTRIC CO,US3696043013,Dividende,,USD,1.40,USD,1.40,
24-07-2024,16:45,24-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 33,13 EUR",,,,EUR,76.14,
24-07-2024,16:45,24-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-33.13,EUR,43.01,
24-07-2024,07:02,23-07-2024,SUEDZUCKER AG,DE0007297004,Dividendensteuer,,EUR,-11.87,EUR,76.14,
24-07-2024,07:02,23-07-2024,SUEDZUCKER AG,DE0007297004,Dividende,,EUR,45.00,EUR,88.01,
23-07-2024,16:45,23-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 32,43 EUR",,,,EUR,43.01,
23-07-2024,16:45,23-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-32.43,EUR,10.58,
23-07-2024,06:47,22-07-2024,,,Währungswechsel (Einbuchung),,EUR,32.43,EUR,43.01,
23-07-2024,06:47,22-07-2024,,,Währungswechsel (Ausbuchung),0.8443,GBP,-27.38,GBP,0.00,
22-07-2024,07:16,19-07-2024,NATIONAL GRID PLC,GB00BDR05C01,Dividende,,GBP,27.38,GBP,27.38,
18-07-2024,17:15,18-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-10.58,EUR,10.58,
18-07-2024,17:15,18-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 10,58 EUR",,,,EUR,21.16,
18-07-2024,06:49,17-07-2024,,,Währungswechsel (Einbuchung),,EUR,10.58,EUR,10.58,
18-07-2024,06:49,17-07-2024,,,Währungswechsel (Ausbuchung),1.0967,USD,-11.60,USD,0.00,
16-07-2024,07:54,15-07-2024,CARDINAL HEALTH INC.,US14149Y1082,Dividendensteuer,,USD,-2.05,USD,11.60,
16-07-2024,07:54,15-07-2024,CARDINAL HEALTH INC.,US14149Y1082,Dividende,,USD,13.65,USD,13.65,
