Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
04-06-2025,07:46,04-06-2025,,,Degiro Cash Sweep Transfer,,EUR,-8.00,EUR,316.99,
04-06-2025,07:46,04-06-2025,,,Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 8 EUR,,,,EUR,324.99,
04-06-2025,06:38,03-06-2025,,,Währungswechsel (Einbuchung),,EUR,8.00,EUR,316.99,
04-06-2025,06:38,03-06-2025,,,Währungswechsel (Ausbuchung),1.1400,USD,-9.12,USD,0.00,
03-06-2025,08:12,03-06-2025,,,Degiro Cash Sweep Transfer,,EUR,-7.41,EUR,308.99,
03-06-2025,08:12,03-06-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 7,41 EUR",,,,EUR,316.40,
03-06-2025,07:40,02-06-2025,FORD MOTOR,US3453708600,Dividendensteuer,,USD,-2.75,USD,9.12,
03-06-2025,07:40,02-06-2025,FORD MOTOR,US3453708600,Dividende,,USD,9.15,USD,11.87,
03-06-2025,07:20,02-06-2025,KROGER CO,US5010441013,Dividendensteuer,,USD,-0.48,USD,2.72,
03-06-2025,07:20,02-06-2025,KROGER CO,US5010441013,Dividende,,USD,3.20,USD,3.20,
03-06-2025,06:36,02-06-2025,,,Währungswechsel (Einbuchung),,EUR,7.41,EUR,308.99,
03-06-2025,06:36,02-06-2025,,,Währungswechsel (Ausbuchung),1.1470,USD,-8.50,USD,0.00,
02-06-2025,07:39,30-05-2025,CF INDUSTRIES HOLDINGS,US1252691001,Dividende,,USD,10.00,USD,8.50,
02-06-2025,07:39,30-05-2025,CF INDUSTRIES HOLDINGS,US1252691001,Dividendensteuer,,USD,-1.50,USD,-1.50,
02-06-2025,04:05,02-06-2025,,,Degiro Cash Sweep Transfer,,EUR,-29.83,EUR,301.58,
02-06-2025,04:05,02-06-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 29,83 EUR",,,,EUR,331.41,
31-05-2025,06:45,30-05-2025,,,Währungswechsel (Einbuchung),,EUR,29.83,EUR,301.58,
31-05-2025,06:45,30-05-2025,,,Währungswechsel (Ausbuchung),1.1375,USD,-33.93,USD,0.00,
30-05-2025,08:40,30-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-18.54,EUR,271.75,
30-05-2025,08:40,30-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 18,54 EUR",,,,EUR,290.29,
30-05-2025,07:32,29-05-2025,CONAGRA BRANDS,US2058871029,Dividende,,USD,5.60,USD,33.93,
30-05-2025,07:32,29-05-2025,CONAGRA BRANDS,US2058871029,Dividendensteuer,,USD,-1.68,USD,28.33,
30-05-2025,07:18,29-05-2025,ISHARES ASIA PROPERTY YIELD UCITS ETF,IE00B1FZS244,Dividende,,USD,10.25,USD,30.01,
30-05-2025,07:18,29-05-2025,ISHARES US PROPERTY YIELD UCITS ETF,IE00B1FZSF77,Dividende,,USD,19.76,USD,19.76,
30-05-2025,07:18,29-05-2025,ISHARES MSCI EUROPE QUALITY DIV ETF,IE00BYYHSM20,Dividende,,EUR,18.54,EUR,271.75,
26-05-2025,04:01,26-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-16.47,EUR,253.21,
26-05-2025,04:01,26-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 16,47 EUR",,,,EUR,269.68,
24-05-2025,06:31,23-05-2025,,,Währungswechsel (Einbuchung),,EUR,16.47,EUR,253.21,
24-05-2025,06:31,23-05-2025,,,Währungswechsel (Ausbuchung),1.1391,USD,-18.76,USD,0.00,
23-05-2025,07:19,22-05-2025,WELLTOWER INC,US95040Q1040,Dividendensteuer,,USD,-8.04,USD,18.76,
23-05-2025,07:19,22-05-2025,WELLTOWER INC,US95040Q1040,Dividende,,USD,26.80,USD,26.80,
21-05-2025,08:42,21-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 27,54 EUR",,,,EUR,236.74,
21-05-2025,08:42,21-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-27.54,EUR,209.20,
21-05-2025,07:18,20-05-2025,E.ON SE,DE000ENAG999,Dividendensteuer,,EUR,-9.86,EUR,236.74,
21-05-2025,07:18,20-05-2025,E.ON SE,DE000ENAG999,Dividende,,EUR,37.40,EUR,246.60,
20-05-2025,07:30,20-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 0,15 EUR",,,,EUR,209.20,
20-05-2025,07:30,20-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-0.15,EUR,209.05,
20-05-2025,06:32,19-05-2025,,,Währungswechsel (Einbuchung),,EUR,0.15,EUR,209.20,
20-05-2025,06:32,19-05-2025,,,Währungswechsel (Ausbuchung),1.1269,USD,-0.17,USD,0.00,
19-05-2025,07:36,16-05-2025,GE VERNOVA INC. COMMON STOCK,US36828A1016,Dividende,,USD,0.25,USD,0.17,
19-05-2025,07:36,16-05-2025,GE VERNOVA INC. COMMON STOCK,US36828A1016,Dividendensteuer,,USD,-0.08,USD,-0.08,
19-05-2025,04:15,19-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 1,97 EUR",,,,EUR,209.05,
19-05-2025,04:15,19-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-1.97,EUR,207.08,
17-05-2025,06:53,16-05-2025,,,Währungswechsel (Einbuchung),,EUR,1.97,EUR,209.05,
17-05-2025,06:53,16-05-2025,,,Währungswechsel (Ausbuchung),1.1191,USD,-2.21,USD,0.00,
16-05-2025,07:31,15-05-2025,GE HEALTHCARE TECHNOLOGIES INC,US36266G1076,Dividendensteuer,,USD,-0.01,USD,2.21,
16-05-2025,07:31,15-05-2025,GE HEALTHCARE TECHNOLOGIES INC,US36266G1076,Dividende,,USD,0.04,USD,2.22,
16-05-2025,07:08,15-05-2025,APPLE INC,US0378331005,Dividende,,USD,3.12,USD,2.18,
16-05-2025,07:08,15-05-2025,APPLE INC,US0378331005,Dividendensteuer,,USD,-0.94,USD,-0.94,
14-05-2025,10:32,14-05-2025,,,"Auszahlung von Ihrem Geldkonto bei der flatexDEGIRO Bank: 90,71 EUR",,,,EUR,207.08,
14-05-2025,10:32,14-05-2025,,,Degiro Cash Sweep Transfer,,EUR,90.71,EUR,297.79,
14-05-2025,09:27,13-05-2025,ALLIANZ SE,DE0008404005,Dividendensteuer,,EUR,64.98,EUR,207.08,
14-05-2025,09:27,13-05-2025,ALLIANZ SE,DE0008404005,Dividende,,EUR,-246.40,EUR,142.10,
14-05-2025,09:27,13-05-2025,ALLIANZ SE,DE0008404005,Dividendensteuer,,EUR,-32.49,EUR,388.50,
14-05-2025,09:27,13-05-2025,ALLIANZ SE,DE0008404005,Dividende,,EUR,123.20,EUR,420.99,
14-05-2025,08:32,14-05-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 181,42 EUR",,,,EUR,297.79,
14-05-2025,08:32,14-05-2025,,,Degiro Cash Sweep Transfer,,EUR,-181.42,EUR,116.37,
14-05-2025,07:21,13-05-2025,ALLIANZ SE,DE0008404005,Dividendensteuer,,EUR,-32.49,EUR,297.79,
14-05-2025,07:21,13-05-2025,ALLIANZ SE,DE0008404005,Dividende,,EUR,123.20,EUR,330.28,
14-05-2025,07:21,13-05-2025,ALLIANZ SE,DE0008404005,Dividende,,EUR,123.20,EUR,207.08,
14-05-2025,07:21,13-05-2025,ALLIANZ SE,DE0008404005,Dividendensteuer,,EUR,-32.49,EUR,83.88,
