Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
09-06-2023,17:19,09-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 25,99 EUR",,,,EUR,"49,77",
09-06-2023,17:19,09-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-25,99",EUR,"23,78",
09-06-2023,07:35,08-06-2023,,,Währungswechsel (Einbuchung),,EUR,"25,99",EUR,"49,77",
09-06-2023,07:35,08-06-2023,,,Währungswechsel (Ausbuchung),"0,8607",GBP,"-22,37",GBP,"0,00",
08-06-2023,07:37,02-06-2023,ADMIRAL GRP,GB00B02J6398,Dividende,,GBP,"16,13",GBP,"22,37",
08-06-2023,07:37,02-06-2023,ADMIRAL GRP,GB00B02J6398,Kapitalrückzahlung,,GBP,"6,24",GBP,"6,24",
06-06-2023,10:49,05-06-2023,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 1.694,65 EUR",,,,EUR,"23,78",
06-06-2023,10:49,05-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1694,65",EUR,"1718,43",
05-06-2023,18:04,05-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 19,63 EUR",,,,EUR,"23,78",
05-06-2023,18:04,05-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-19,63",EUR,"4,15",
05-06-2023,17:37,05-06-2023,CORNING INCORPORATED C,US2193501051,Währungswechsel (Einbuchung),"1,0677",USD,"1807,28",USD,"0,00",95e3e119-1cd8-4695-b3cf-501ee898489c
05-06-2023,17:37,05-06-2023,CORNING INCORPORATED C,US2193501051,Währungswechsel (Ausbuchung),,EUR,"-1692,65",EUR,"23,78",95e3e119-1cd8-4695-b3cf-501ee898489c
05-06-2023,17:37,05-06-2023,CORNING INCORPORATED C,US2193501051,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-2,00",EUR,"1716,43",95e3e119-1cd8-4695-b3cf-501ee898489c
05-06-2023,17:37,05-06-2023,CORNING INCORPORATED C,US2193501051,"Kauf 58 zu je 31,16 USD (US2193501051)",,USD,"-1807,28",USD,"-1807,28",95e3e119-1cd8-4695-b3cf-501ee898489c
05-06-2023,15:11,05-06-2023,,,flatex Einzahlung,,EUR,"1500,00",EUR,"1718,43",
03-06-2023,07:40,02-06-2023,,,Währungswechsel (Einbuchung),,EUR,"19,63",EUR,"218,43",
03-06-2023,07:40,02-06-2023,,,Währungswechsel (Ausbuchung),"1,0735",USD,"-21,07",USD,"0,00",
02-06-2023,17:36,02-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 6,3 EUR",,,,EUR,"198,80",
