Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
18-12-2024,18:17,18-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-18.53,EUR,373.30,
18-12-2024,18:17,18-12-2024,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 18,53 EUR",,,,EUR,391.83,
18-12-2024,06:56,17-12-2024,,,Währungswechsel (Einbuchung),,EUR,18.53,EUR,373.30,
18-12-2024,06:56,17-12-2024,,,Währungswechsel (Ausbuchung),1.0517,USD,-19.49,USD,0.00,
17-12-2024,20:00,17-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.87,EUR,354.77,
17-12-2024,20:00,17-12-2024,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 7,87 EUR",,,,EUR,362.64,
17-12-2024,17:18,16-12-2024,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 28,37 EUR",,,,EUR,354.77,
17-12-2024,17:18,16-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-28.37,EUR,326.40,
17-12-2024,07:41,16-12-2024,DUKE ENERGY CORP,US26441C2044,Dividendensteuer,,USD,-2.66,USD,19.49,
17-12-2024,07:41,16-12-2024,DUKE ENERGY CORP,US26441C2044,Dividende,,USD,17.77,USD,22.15,
17-12-2024,07:39,16-12-2024,NEXTERA ENERGY INC,US65339F1012,Dividendensteuer,,USD,-0.77,USD,4.38,
17-12-2024,07:39,16-12-2024,NEXTERA ENERGY INC,US65339F1012,Dividende,,USD,5.15,USD,5.15,
17-12-2024,06:43,16-12-2024,,,Währungswechsel (Einbuchung),,EUR,7.87,EUR,354.77,
17-12-2024,06:43,16-12-2024,,,Währungswechsel (Ausbuchung),1.0538,USD,-8.29,USD,0.00,
16-12-2024,07:54,13-12-2024,WK KELLOGG CO,US92942W1071,Dividende,,USD,0.64,USD,8.29,
16-12-2024,07:54,13-12-2024,WK KELLOGG CO,US92942W1071,Dividendensteuer,,USD,-0.10,USD,7.65,
16-12-2024,07:42,13-12-2024,KELLANOVA,US4878361082,Dividende,,USD,9.12,USD,7.75,
16-12-2024,07:42,13-12-2024,KELLANOVA,US4878361082,Dividendensteuer,,USD,-1.37,USD,-1.37,
15-12-2024,06:42,13-12-2024,,,Währungswechsel (Einbuchung),,EUR,13.11,EUR,346.90,
15-12-2024,06:42,13-12-2024,,,Währungswechsel (Ausbuchung),1.0527,USD,-13.80,USD,0.00,
15-12-2024,00:21,13-12-2024,CORNING INC,US2193501051,Dividendensteuer,,USD,-2.44,USD,13.80,
15-12-2024,00:21,13-12-2024,CORNING INC,US2193501051,Dividende,,USD,16.24,USD,16.24,
14-12-2024,06:56,13-12-2024,,,Währungswechsel (Einbuchung),,EUR,15.26,EUR,333.79,
14-12-2024,06:56,13-12-2024,,,Währungswechsel (Ausbuchung),1.0527,USD,-16.06,USD,0.00,
13-12-2024,07:19,12-12-2024,3M,US88579Y1010,Dividendensteuer,,USD,-2.84,USD,16.06,
13-12-2024,07:19,12-12-2024,3M,US88579Y1010,Dividende,,USD,18.90,USD,18.90,
13-12-2024,05:47,12-12-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-38.13,EUR,318.53,
13-12-2024,05:47,12-12-2024,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 38,13 EUR",,,,EUR,356.66,
12-12-2024,06:50,11-12-2024,,,Währungswechsel (Einbuchung),,EUR,38.13,EUR,318.53,
12-12-2024,06:50,11-12-2024,,,Währungswechsel (Ausbuchung),1.0522,USD,-40.12,USD,0.00,
11-12-2024,07:21,10-12-2024,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividendensteuer,,USD,-4.32,USD,40.12,
11-12-2024,07:21,10-12-2024,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividende,,USD,28.83,USD,44.44,
11-12-2024,07:20,10-12-2024,IBM,US4592001014,Dividende,,USD,18.37,USD,15.61,
11-12-2024,07:20,10-12-2024,IBM,US4592001014,Dividendensteuer,,USD,-2.76,USD,-2.76,
