Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
01-04-2023,07:37,31-03-2023,,,Währungswechsel (Einbuchung),,EUR,"6,85",EUR,"117,08",
01-04-2023,07:37,31-03-2023,,,Währungswechsel (Ausbuchung),"0,8814",GBP,"-6,04",GBP,"0,00",
31-03-2023,06:40,29-03-2023,ISHR UK DIV,IE00B0M63060,Dividende,,GBP,"6,04",GBP,"6,04",
17-03-2023,16:51,17-03-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 20,12 EUR",,,,EUR,"110,23",
17-03-2023,16:51,17-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-20,12",EUR,"90,11",
17-03-2023,07:38,16-03-2023,,,Währungswechsel (Einbuchung),,EUR,"20,12",EUR,"110,23",
17-03-2023,07:38,16-03-2023,,,Währungswechsel (Ausbuchung),"1,0637",USD,"-21,40",USD,"0,00",
17-03-2023,06:05,16-03-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividende,,USD,"11,06",USD,"21,40",
17-03-2023,06:05,16-03-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividendensteuer,,USD,"-1,66",USD,"10,34",
16-03-2023,07:35,15-03-2023,KELLOGG COMPANY COMMON,US4878361082,Dividende,,USD,"9,44",USD,"12,00",
16-03-2023,07:35,15-03-2023,KELLOGG COMPANY COMMON,US4878361082,Dividendensteuer,,USD,"-1,42",USD,"2,56",
16-03-2023,07:16,15-03-2023,NEXTERA ENERGY,US65339F1012,Dividende,,USD,"4,68",USD,"3,98",
16-03-2023,07:16,15-03-2023,NEXTERA ENERGY,US65339F1012,Dividendensteuer,,USD,"-0,70",USD,"-0,70",
15-03-2023,16:49,15-03-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 24,88 EUR",,,,EUR,"90,11",
15-03-2023,16:49,15-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-24,88",EUR,"65,23",
