Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
14-09-2024,06:52,13-09-2024,,,Währungswechsel (Einbuchung),,EUR,14.46,EUR,126.05,
14-09-2024,06:52,13-09-2024,,,Währungswechsel (Ausbuchung),1.1103,USD,-16.06,USD,0.00,
13-09-2024,07:25,12-09-2024,3M,US88579Y1010,Dividendensteuer,,USD,-2.84,USD,16.06,
13-09-2024,07:25,12-09-2024,3M,US88579Y1010,Dividende,,USD,18.90,USD,18.90,
12-09-2024,19:01,12-09-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 35,15 EUR",,,,EUR,111.59,
12-09-2024,19:01,12-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-35.15,EUR,76.44,
12-09-2024,06:52,11-09-2024,,,Währungswechsel (Einbuchung),,EUR,35.15,EUR,111.59,
12-09-2024,06:52,11-09-2024,,,Währungswechsel (Ausbuchung),1.1040,USD,-38.80,USD,0.00,
11-09-2024,07:22,10-09-2024,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividende,,USD,27.28,USD,38.80,
11-09-2024,07:22,10-09-2024,AMERICAN ELECTRIC POWER COMPANY INC,US0255371017,Dividendensteuer,,USD,-4.09,USD,11.52,
11-09-2024,07:10,10-09-2024,IBM,US4592001014,Dividendensteuer,,USD,-2.76,USD,15.61,
11-09-2024,07:10,10-09-2024,IBM,US4592001014,Dividende,,USD,18.37,USD,18.37,
05-09-2024,17:16,05-09-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 15,38 EUR",,,,EUR,76.44,
05-09-2024,17:16,05-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-15.38,EUR,61.06,
05-09-2024,06:50,04-09-2024,,,Währungswechsel (Einbuchung),,EUR,15.38,EUR,76.44,
05-09-2024,06:50,04-09-2024,,,Währungswechsel (Ausbuchung),1.1110,USD,-17.09,USD,0.00,
04-09-2024,15:49,30-08-2024,ISHARES MSCI,IE00B0M63953,Dividende,,USD,2.01,USD,17.09,
04-09-2024,15:18,23-08-2024,ISHARES MSCI,IE00B0M63953,Barausgleich Kapitalmaßnahme (Aktie),,USD,-2.01,USD,15.08,
04-09-2024,15:18,23-08-2024,ISHARES MSCI,IE00B0M63953,DELISTING: Kauf 20 zu je 0 EUR (IE00B0M63953),,EUR,0.00,EUR,61.06,
04-09-2024,07:45,03-09-2024,KROGER CO,US5010441013,Dividendensteuer,,USD,-0.48,USD,17.09,
04-09-2024,07:45,03-09-2024,KROGER CO,US5010441013,Dividende,,USD,3.20,USD,17.57,
04-09-2024,07:39,03-09-2024,FORD MOTOR,US3453708600,Dividendensteuer,,USD,-1.37,USD,14.37,
04-09-2024,07:39,03-09-2024,FORD MOTOR,US3453708600,Dividende,,USD,9.15,USD,15.74,
04-09-2024,07:19,03-09-2024,INTEL CORP,US4581401001,Dividende,,USD,7.75,USD,6.59,
04-09-2024,07:19,03-09-2024,INTEL CORP,US4581401001,Dividendensteuer,,USD,-1.16,USD,-1.16,
04-09-2024,02:16,03-09-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 7,66 EUR",,,,EUR,61.06,
04-09-2024,02:16,03-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.66,EUR,53.40,
03-09-2024,06:46,02-09-2024,,,Währungswechsel (Einbuchung),,EUR,7.66,EUR,61.06,
03-09-2024,06:46,02-09-2024,,,Währungswechsel (Ausbuchung),1.1099,USD,-8.50,USD,0.00,
02-09-2024,16:16,02-09-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 28,82 EUR",,,,EUR,53.40,
02-09-2024,16:16,02-09-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-28.82,EUR,24.58,
02-09-2024,07:54,30-08-2024,CF INDUSTRIES HOLDINGS,US1252691001,Dividende,,USD,10.00,USD,8.50,
02-09-2024,07:54,30-08-2024,CF INDUSTRIES HOLDINGS,US1252691001,Dividendensteuer,,USD,-1.50,USD,-1.50,
