Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
08-07-2024,07:11,30-06-2024,,,Flatex Interest Income,,EUR,0.00,EUR,0.00,
05-07-2024,09:00,05-07-2024,,,Processed Flatex Withdrawal,,EUR,157.36,EUR,0.00,
05-07-2024,09:00,05-07-2024,,,flatex Auszahlung,,EUR,-157.36,EUR,-157.36,
04-07-2024,06:52,04-07-2024,,,Processed Flatex Withdrawal,,EUR,-157.36,EUR,0.00,
02-07-2024,17:47,02-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 62,42 EUR",,,,EUR,157.36,
02-07-2024,17:47,02-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-62.42,EUR,94.94,
02-07-2024,08:16,01-07-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-12.85,EUR,157.36,
02-07-2024,08:16,01-07-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 12,85 EUR",,,,EUR,170.21,
02-07-2024,07:49,01-07-2024,,,Währungswechsel (Einbuchung),,EUR,31.89,EUR,157.36,
02-07-2024,07:49,01-07-2024,,,Währungswechsel (Ausbuchung),1.0767,USD,-34.34,USD,0.00,
02-07-2024,07:49,01-07-2024,,,Währungswechsel (Einbuchung),,EUR,30.53,EUR,125.47,
02-07-2024,07:49,01-07-2024,,,Währungswechsel (Ausbuchung),0.8512,GBP,-25.99,GBP,0.00,
01-07-2024,08:41,28-06-2024,TESCO PLC,GB00BLGZ9862,Dividende,,GBP,25.99,GBP,25.99,
01-07-2024,08:05,28-06-2024,KRAFT HEINZ CO,US5007541064,Dividende,,USD,17.60,USD,34.34,
01-07-2024,08:05,28-06-2024,KRAFT HEINZ CO,US5007541064,Dividendensteuer,,USD,-2.64,USD,16.74,
01-07-2024,07:59,28-06-2024,BANK OF AMERICA CORP,US0605051046,Dividende,,USD,22.80,USD,19.38,
01-07-2024,07:59,28-06-2024,BANK OF AMERICA CORP,US0605051046,Dividendensteuer,,USD,-3.42,USD,-3.42,
29-06-2024,06:54,28-06-2024,,,Währungswechsel (Einbuchung),,EUR,12.85,EUR,94.94,
29-06-2024,06:54,28-06-2024,,,Währungswechsel (Ausbuchung),1.0740,USD,-13.80,USD,0.00,
28-06-2024,20:34,28-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 41,51 EUR",,,,EUR,82.09,
28-06-2024,20:34,28-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-41.51,EUR,40.58,
28-06-2024,08:23,27-06-2024,,,Währungswechsel (Einbuchung),,EUR,3.39,EUR,82.09,
28-06-2024,08:23,27-06-2024,,,Währungswechsel (Ausbuchung),1.0731,USD,-3.64,USD,13.80,
28-06-2024,08:23,27-06-2024,,,Währungswechsel (Einbuchung),,EUR,38.12,EUR,78.70,
28-06-2024,08:23,27-06-2024,,,Währungswechsel (Ausbuchung),0.8490,GBP,-32.36,GBP,0.00,
28-06-2024,07:30,27-06-2024,CORNING INC,US2193501051,Dividende,,USD,16.24,USD,17.44,
28-06-2024,07:30,27-06-2024,CORNING INC,US2193501051,Dividendensteuer,,USD,-2.44,USD,1.20,
27-06-2024,08:23,26-06-2024,ISHARES UK DIVIDEND UCITS ETF GBP (DIST),IE00B0M63060,Dividende,,GBP,32.36,GBP,32.36,
27-06-2024,07:46,26-06-2024,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYWZ0333,Dividende,,USD,3.64,USD,3.64,
19-06-2024,23:46,19-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 17,83 EUR",,,,EUR,40.58,
19-06-2024,23:46,19-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-17.83,EUR,22.75,
19-06-2024,06:40,18-06-2024,,,Währungswechsel (Einbuchung),,EUR,17.83,EUR,40.58,
19-06-2024,06:40,18-06-2024,,,Währungswechsel (Ausbuchung),1.0767,USD,-19.20,USD,0.00,
18-06-2024,18:47,18-06-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 7,58 EUR",,,,EUR,22.75,
18-06-2024,18:47,18-06-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.58,EUR,15.17,
18-06-2024,07:49,17-06-2024,DUKE ENERGY CORP,US26441C2044,Dividendensteuer,,USD,-2.61,USD,19.20,
18-06-2024,07:49,17-06-2024,DUKE ENERGY CORP,US26441C2044,Dividende,,USD,17.43,USD,21.81,
18-06-2024,07:49,17-06-2024,NEXTERA ENERGY INC,US65339F1012,Dividende,,USD,5.15,USD,4.38,
18-06-2024,07:49,17-06-2024,NEXTERA ENERGY INC,US65339F1012,Dividendensteuer,,USD,-0.77,USD,-0.77,
18-06-2024,07:10,17-06-2024,,,Währungswechsel (Einbuchung),,EUR,7.58,EUR,22.75,
18-06-2024,07:10,17-06-2024,,,Währungswechsel (Ausbuchung),1.0761,USD,-8.16,USD,0.00,
