Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
14-03-2024,19:15,14-03-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 31,57 EUR",,,,EUR,224.01,
14-03-2024,19:15,14-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-31.57,EUR,192.44,
14-03-2024,07:08,13-03-2024,,,Währungswechsel (Einbuchung),,EUR,31.57,EUR,224.01,
14-03-2024,07:08,13-03-2024,,,Währungswechsel (Ausbuchung),1.0975,USD,-34.65,USD,0.00,
13-03-2024,18:45,13-03-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 14,17 EUR",,,,EUR,192.44,
13-03-2024,18:45,13-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-14.17,EUR,178.27,
13-03-2024,07:13,12-03-2024,3M COMPANY COMMON STOC,US88579Y1010,Dividende,,USD,40.77,USD,34.65,
13-03-2024,07:13,12-03-2024,3M COMPANY COMMON STOC,US88579Y1010,Dividendensteuer,,USD,-6.12,USD,-6.12,
13-03-2024,07:07,12-03-2024,,,Währungswechsel (Einbuchung),,EUR,14.17,EUR,192.44,
13-03-2024,07:07,12-03-2024,,,Währungswechsel (Ausbuchung),1.0954,USD,-15.52,USD,0.00,
12-03-2024,11:45,11-03-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 40,06 EUR",,,,EUR,178.27,
12-03-2024,11:45,11-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-40.06,EUR,138.21,
12-03-2024,07:16,11-03-2024,INTERNATIONAL BUSINESS,US4592001014,Dividende,,USD,18.26,USD,15.52,
12-03-2024,07:16,11-03-2024,INTERNATIONAL BUSINESS,US4592001014,Dividendensteuer,,USD,-2.74,USD,-2.74,
11-03-2024,07:00,08-03-2024,,,Währungswechsel (Einbuchung),,EUR,21.15,EUR,178.27,
11-03-2024,07:00,08-03-2024,,,Währungswechsel (Ausbuchung),1.0966,USD,-23.19,USD,0.00,
11-03-2024,00:11,08-03-2024,AMERICAN ELECTRIC POWER,US0255371017,Dividende,,USD,27.28,USD,23.19,
11-03-2024,00:11,08-03-2024,AMERICAN ELECTRIC POWER,US0255371017,Dividendensteuer,,USD,-4.09,USD,-4.09,
09-03-2024,07:31,08-03-2024,,,Währungswechsel (Einbuchung),,EUR,18.91,EUR,157.12,
09-03-2024,07:31,08-03-2024,,,Währungswechsel (Ausbuchung),1.0966,USD,-20.74,USD,0.00,
08-03-2024,07:21,07-03-2024,WELLTOWER INC. COMMON,US95040Q1040,Dividendensteuer,,USD,-3.66,USD,20.74,
08-03-2024,07:21,07-03-2024,WELLTOWER INC. COMMON,US95040Q1040,Dividende,,USD,24.40,USD,24.40,
06-03-2024,00:30,05-03-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 21,78 EUR",,,,EUR,138.21,
06-03-2024,00:30,05-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-21.78,EUR,116.43,
05-03-2024,07:52,04-03-2024,,,Währungswechsel (Einbuchung),,EUR,21.78,EUR,138.21,
05-03-2024,07:52,04-03-2024,,,Währungswechsel (Ausbuchung),1.0883,USD,-23.70,USD,0.00,
04-03-2024,20:02,04-03-2024,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 14,46 EUR",,,,EUR,116.43,
04-03-2024,20:02,04-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-14.46,EUR,101.97,
04-03-2024,07:38,01-03-2024,INTEL CORPORATION - CO,US4581401001,Dividende,,USD,7.75,USD,23.70,
04-03-2024,07:38,01-03-2024,INTEL CORPORATION - CO,US4581401001,Dividendensteuer,,USD,-1.16,USD,15.95,
04-03-2024,07:34,01-03-2024,FORD MOTOR COMPANY COM,US3453708600,Dividende,,USD,20.13,USD,17.11,
04-03-2024,07:34,01-03-2024,FORD MOTOR COMPANY COM,US3453708600,Dividendensteuer,,USD,-3.02,USD,-3.02,
03-03-2024,07:49,01-03-2024,,,Währungswechsel (Einbuchung),,EUR,2.26,EUR,116.43,
03-03-2024,07:49,01-03-2024,,,Währungswechsel (Ausbuchung),1.0865,USD,-2.46,USD,0.00,
03-03-2024,00:14,01-03-2024,KROGER COMPANY (THE) C,US5010441013,Dividendensteuer,,USD,-0.44,USD,2.46,
03-03-2024,00:14,01-03-2024,KROGER COMPANY (THE) C,US5010441013,Dividende,,USD,2.90,USD,2.90,
