Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
20-09-2023,07:34,19-09-2023,,,Währungswechsel (Einbuchung),,EUR,13.84,EUR,101.13,
20-09-2023,07:34,19-09-2023,,,Währungswechsel (Ausbuchung),1.0706,USD,-14.82,USD,0.00,
19-09-2023,17:05,19-09-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 11,33 EUR",,,,EUR,87.29,
19-09-2023,17:05,19-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-11.33,EUR,75.96,
19-09-2023,07:37,18-09-2023,,,Währungswechsel (Einbuchung),,EUR,11.33,EUR,87.29,
19-09-2023,07:37,18-09-2023,,,Währungswechsel (Ausbuchung),1.0718,USD,-12.14,USD,14.82,
19-09-2023,07:27,18-09-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividende,,USD,17.43,USD,26.96,
19-09-2023,07:27,18-09-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividendensteuer,,USD,-2.61,USD,9.53,
18-09-2023,07:31,15-09-2023,KELLOGG COMPANY COMMON,US4878361082,Dividende,,USD,9.60,USD,12.14,
18-09-2023,07:31,15-09-2023,KELLOGG COMPANY COMMON,US4878361082,Dividendensteuer,,USD,-1.44,USD,2.54,
18-09-2023,07:22,15-09-2023,NEXTERA ENERGY,US65339F1012,Dividende,,USD,4.68,USD,3.98,
18-09-2023,07:22,15-09-2023,NEXTERA ENERGY,US65339F1012,Dividendensteuer,,USD,-0.70,USD,-0.70,
14-09-2023,17:50,14-09-2023,,,Überweisung auf Ihr Geldkonto bei der flatex Bank: 32 EUR,,,,EUR,75.96,
14-09-2023,17:50,14-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-32.00,EUR,43.96,
14-09-2023,07:39,13-09-2023,,,Währungswechsel (Einbuchung),,EUR,32.00,EUR,75.96,
14-09-2023,07:39,13-09-2023,,,Währungswechsel (Ausbuchung),1.0756,USD,-34.42,USD,0.00,
13-09-2023,19:05,13-09-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 14,4 EUR",,,,EUR,43.96,
13-09-2023,19:05,13-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-14.40,EUR,29.56,
13-09-2023,07:35,12-09-2023,,,Währungswechsel (Einbuchung),,EUR,14.40,EUR,43.96,
