Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
17-10-2025,08:30,17-10-2025,,,Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 10 EUR,,,,EUR,"14,11",
17-10-2025,08:30,17-10-2025,,,Degiro Cash Sweep Transfer,,EUR,"-10,00",EUR,"4,11",
17-10-2025,06:45,16-10-2025,,,Währungswechsel (Einbuchung),,EUR,"10,00",EUR,"14,11",
17-10-2025,06:45,16-10-2025,,,Währungswechsel (Ausbuchung),"1,1717",USD,"-11,72",USD,"0,00",
16-10-2025,07:57,15-10-2025,CARDINAL HEALTH INC.,US14149Y1082,Dividendensteuer,,USD,"-2,07",USD,"11,72",
16-10-2025,07:57,15-10-2025,CARDINAL HEALTH INC.,US14149Y1082,Dividende,,USD,"13,79",USD,"13,79",
07-10-2025,19:02,07-10-2025,,,Degiro Cash Sweep Transfer,,EUR,"493,67",EUR,"4,11",
07-10-2025,19:02,07-10-2025,,,"Auszahlung von Ihrem Geldkonto bei der flatexDEGIRO Bank: 493,67 EUR",,,,EUR,"-489,56",
07-10-2025,16:44,07-10-2025,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYWZ0333,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-3,00",EUR,"4,11",e79877a6-1846-4800-b748-21fe92ea52f7
07-10-2025,16:44,07-10-2025,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYWZ0333,"Kauf 52 zu je 9,436 EUR (IE00BYWZ0333)",,EUR,"-490,67",EUR,"7,11",e79877a6-1846-4800-b748-21fe92ea52f7
07-10-2025,07:41,07-10-2025,,,Degiro Cash Sweep Transfer,,EUR,"-56,79",EUR,"497,78",
07-10-2025,07:41,07-10-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 56,79 EUR",,,,EUR,"554,57",
07-10-2025,06:30,06-10-2025,,,Währungswechsel (Einbuchung),,EUR,"56,79",EUR,"497,78",
07-10-2025,06:30,06-10-2025,,,Währungswechsel (Ausbuchung),"0,8708",GBP,"-49,45",GBP,"0,00",
06-10-2025,07:28,03-10-2025,ADMIRAL GROUP PLC,GB00B02J6398,Dividende,,GBP,"49,45",GBP,"49,45",
06-10-2025,00:40,30-09-2025,,,Flatex Interest Income,,EUR,"0,00",EUR,"440,99",
01-10-2025,08:42,01-10-2025,,,Degiro Cash Sweep Transfer,,EUR,"-11,73",EUR,"440,99",
01-10-2025,08:42,01-10-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 11,73 EUR",,,,EUR,"452,72",
01-10-2025,06:37,30-09-2025,,,Währungswechsel (Einbuchung),,EUR,"11,73",EUR,"440,99",
01-10-2025,06:37,30-09-2025,,,Währungswechsel (Ausbuchung),"1,1762",USD,"-13,80",USD,"0,00",
30-09-2025,11:41,30-09-2025,,,Degiro Cash Sweep Transfer,,EUR,"113,26",EUR,"429,26",
30-09-2025,11:41,30-09-2025,,,"Auszahlung von Ihrem Geldkonto bei der flatexDEGIRO Bank: 113,26 EUR",,,,EUR,"316,00",
30-09-2025,09:00,30-09-2025,,,Degiro Cash Sweep Transfer,,EUR,"-113,26",EUR,"429,26",
30-09-2025,09:00,30-09-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 113,26 EUR",,,,EUR,"542,52",
30-09-2025,08:00,30-09-2025,,,Degiro Cash Sweep Transfer,,EUR,"-113,26",EUR,"429,26",
30-09-2025,08:00,30-09-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 113,26 EUR",,,,EUR,"542,52",
30-09-2025,07:20,29-09-2025,CORNING INC,US2193501051,Dividendensteuer,,USD,"-2,44",USD,"13,80",
30-09-2025,07:20,29-09-2025,CORNING INC,US2193501051,Dividende,,USD,"16,24",USD,"16,24",
30-09-2025,06:35,29-09-2025,,,Währungswechsel (Einbuchung),,EUR,"113,26",EUR,"429,26",
30-09-2025,06:35,29-09-2025,,,Währungswechsel (Ausbuchung),"1,1755",USD,"-133,14",USD,"0,00",
29-09-2025,10:26,26-09-2025,WK KELLOGG CO,US92942W1071,Barausgleich Kapitalmaßnahme (Aktie),,USD,"92,00",USD,"133,14",
29-09-2025,10:26,26-09-2025,WK KELLOGG CO,US92942W1071,DELISTING: Verkauf 4 zu je 0 USD (US92942W1071),,USD,"0,00",USD,"41,14",
29-09-2025,08:08,26-09-2025,BANK OF AMERICA CORP,US0605051046,Dividende,,USD,"30,80",USD,"41,14",
29-09-2025,08:08,26-09-2025,BANK OF AMERICA CORP,US0605051046,Dividendensteuer,,USD,"-4,62",USD,"10,34",
29-09-2025,07:07,26-09-2025,KRAFT HEINZ CO,US5007541064,Dividende,,USD,"17,60",USD,"14,96",
29-09-2025,07:07,26-09-2025,KRAFT HEINZ CO,US5007541064,Dividendensteuer,,USD,"-2,64",USD,"-2,64",
26-09-2025,08:33,26-09-2025,,,Degiro Cash Sweep Transfer,,EUR,"-30,15",EUR,"316,00",
26-09-2025,08:33,26-09-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 30,15 EUR",,,,EUR,"346,15",
26-09-2025,06:44,25-09-2025,,,Währungswechsel (Einbuchung),,EUR,"30,15",EUR,"316,00",
26-09-2025,06:44,25-09-2025,,,Währungswechsel (Ausbuchung),"0,8763",GBP,"-26,42",GBP,"0,00",
25-09-2025,08:46,24-09-2025,ISHARES UK DIVIDEND UCITS ETF GBP (DIST),IE00B0M63060,Dividende,,GBP,"26,42",GBP,"26,42",
