Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
13-01-2023,17:19,13-01-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 14,02 EUR",,,,EUR,"177,12",
13-01-2023,17:19,13-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-14,02",EUR,"163,10",
13-01-2023,07:35,12-01-2023,,,Währungswechsel (Einbuchung),,EUR,"14,02",EUR,"177,12",
13-01-2023,07:35,12-01-2023,,,Währungswechsel (Ausbuchung),"0,8907",GBP,"-12,49",GBP,"0,00",
12-01-2023,07:34,11-01-2023,NATIONAL GRID,GB00BDR05C01,Dividende,,GBP,"12,49",GBP,"12,49",
06-01-2023,17:19,06-01-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 35,58 EUR",,,,EUR,"163,10",
06-01-2023,17:19,06-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-35,58",EUR,"127,52",
06-01-2023,07:35,05-01-2023,,,Währungswechsel (Einbuchung),,EUR,"35,58",EUR,"163,10",
06-01-2023,07:35,05-01-2023,,,Währungswechsel (Ausbuchung),"1,0548",USD,"-37,53",USD,"0,00",
05-01-2023,15:46,05-01-2023,GE HEALTHCARE TECHNOLOGIES INC. - COM...,US36266G1076,Barausgleich - Aktien,,USD,"37,53",USD,"37,53",
04-01-2023,13:41,02-01-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"127,52",
04-01-2023,13:20,04-01-2023,GE HEALTHCARE TECHNOLOGIES INC. - COM...,US36266G1076,SPIN-OFF: Kauf 1 zu je 0 USD (US36266G1076),,USD,"0,00",USD,"0,00",
04-01-2023,05:39,03-01-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 17,84 EUR",,,,EUR,"127,52",
04-01-2023,05:39,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-17,84",EUR,"109,68",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (OMX Stockholm - OMX),,EUR,"-2,50",EUR,"127,52",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"130,02",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (NASDAQ - NDQ),,EUR,"-2,50",EUR,"132,52",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (London Stock Exchange (LSE) - LSE),,EUR,"-2,50",EUR,"135,02",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"137,52",
03-01-2023,14:06,31-12-2022,,,Einrichtung von Handelsmodalitäten 2023 (Tradegate AG - TDG),,EUR,"-2,50",EUR,"140,02",
03-01-2023,07:45,02-01-2023,,,Währungswechsel (Einbuchung),,EUR,"18,89",EUR,"142,52",
03-01-2023,07:45,02-01-2023,,,Währungswechsel (Ausbuchung),"1,0693",USD,"-20,20",USD,"0,00",
03-01-2023,07:45,02-01-2023,,,Währungswechsel (Einbuchung),,EUR,"13,95",EUR,"123,63",
03-01-2023,07:45,02-01-2023,,,Währungswechsel (Ausbuchung),"0,8877",GBP,"-12,38",GBP,"0,00",
02-01-2023,07:55,30-12-2022,THE KRAFT HEINZ COMPAN,US5007541064,Dividende,,USD,"17,60",USD,"20,20",
02-01-2023,07:55,30-12-2022,THE KRAFT HEINZ COMPAN,US5007541064,Dividendensteuer,,USD,"-2,64",USD,"2,60",
02-01-2023,07:49,30-12-2022,BANK OF AMERICA CORPOR,US0605051046,Dividende,,USD,"6,16",USD,"5,24",
02-01-2023,07:49,30-12-2022,BANK OF AMERICA CORPOR,US0605051046,Dividendensteuer,,USD,"-0,92",USD,"-0,92",
02-01-2023,07:27,30-12-2022,ISHR UK DIV,IE00B0M63060,Dividende,,GBP,"12,38",GBP,"12,38",
21-12-2022,12:34,20-12-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 8,84 EUR",,,,EUR,"109,68",
21-12-2022,12:34,20-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-8,84",EUR,"100,84",
20-12-2022,07:34,19-12-2022,,,Währungswechsel (Einbuchung),,EUR,"8,84",EUR,"109,68",
20-12-2022,07:34,19-12-2022,,,Währungswechsel (Ausbuchung),"1,0633",USD,"-9,40",USD,"0,00",
19-12-2022,18:34,19-12-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 3,4 EUR",,,,EUR,"100,84",
19-12-2022,18:34,19-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-3,40",EUR,"97,44",
19-12-2022,07:15,16-12-2022,DUKE ENERGY CORPORATIO,US26441C2044,Dividende,,USD,"11,06",USD,"9,40",
19-12-2022,07:15,16-12-2022,DUKE ENERGY CORPORATIO,US26441C2044,Dividendensteuer,,USD,"-1,66",USD,"-1,66",
17-12-2022,08:35,16-12-2022,,,Währungswechsel (Einbuchung),,EUR,"3,40",EUR,"100,84",
17-12-2022,08:35,16-12-2022,,,Währungswechsel (Ausbuchung),"1,0613",USD,"-3,61",USD,"0,00",
16-12-2022,07:01,15-12-2022,NEXTERA ENERGY,US65339F1012,Dividende,,USD,"4,25",USD,"3,61",
16-12-2022,07:01,15-12-2022,NEXTERA ENERGY,US65339F1012,Dividendensteuer,,USD,"-0,64",USD,"-0,64",
